image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_IllusionAnimals_ill_images,LLaVa_IllusionAnimals_illusion_images_filtered,LLaVa_IllusionAnimals_illusionless_images,LLaVa_IllusionAnimals_illusionless_images_filtered,LLaVa_IllusionAnimals_raw_images
IllusionAnimals_872,An ancient city in the desert,low quality,2.5,fish, elephant, fish, No illusion, No illusion, fish
IllusionAnimals_873,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,2.5,fish, dog, fish, dog, dog, fish
IllusionAnimals_874,Vast underwater world filled with colorful fish and glowing coral formations,low quality,2.5,fish, fish, dog, fish, fish, fish
IllusionAnimals_875,"Gentle waves reflect moonlight, illuminating underwater life in vibrant colors",low quality,2.5,fish, fish, fish, No illusion, No illusion, fish
IllusionAnimals_876,A vast desert landscape with towering sand dunes,low quality,2.5,fish, No illusion, fish, No illusion, No illusion, fish
IllusionAnimals_877,A lonely cottage in autumn forest,low quality,2.5,fish, dog, fish, No illusion, No illusion, fish
IllusionAnimals_878,A glowing meadow with floating rocks and a waterfall,low quality,2.5,fish, fish, dog, No illusion, No illusion, fish
IllusionAnimals_879,A magical garden filled with talking animals and sparkling flowers,low quality,2.5,fish, butterfly, fish, cat, snake, fish
IllusionAnimals_880,A cozy bookstore with shelves overflowing with books,low quality,2.5,fish, No illusion, dog, No illusion, No illusion, fish
IllusionAnimals_881,A small house near seashore,low quality,2.5,fish, dog, dog, No illusion, dog, fish
IllusionAnimals_882,"Tropical forest meets cascading waterfall, turquoise river churns",low quality,2.5,fish, fish, pigeon, snake, dog, fish
IllusionAnimals_883,A rustic farm with cows grazing in a green pasture,low quality,2.5,fish, horse, dog, dog, dog, fish
IllusionAnimals_884,A misty forest clearing with sunlight filtering through the canopy,low quality,2.5,fish, No illusion, fish, No illusion, No illusion, fish
IllusionAnimals_885,A tranquil valley with a babbling brook and blooming flowers,low quality,2.5,fish, fish, fish, No illusion, No illusion, fish
IllusionAnimals_886,Tokyo city at night with Mount Fuji in the background,low quality,2.5,fish, snake, fish, No illusion, No illusion, fish
IllusionAnimals_887,"Golden light shines on island shores, waves gently lap the beach, birds sing their chorus",low quality,2.5,fish, fish, fish, No illusion, No illusion, fish
IllusionAnimals_888,Golden wheat field swaying in gentle breeze,low quality,2.5,fish, cat, elephant, No illusion, No illusion, fish
IllusionAnimals_889,Rolling green hills dotted with grazing sheep under white clouds,low quality,2.5,fish, elephant, fish, deer, dog, fish
IllusionAnimals_890,Fluffy cloud formation in robin egg blue sky,low quality,2.5,fish, fish, cat, cat, No illusion, fish
IllusionAnimals_891,Tranquil forest with birds singing in the canopy,low quality,2.5,fish, snake, dog, pigeon, No illusion, fish
IllusionAnimals_892,Urban city with skyscrapers and traffic,low quality,2.5,fish, fish, fish, cat, No illusion, fish
IllusionAnimals_893,Playful otters frolicking in shallow rapids,low quality,2.5,fish, cat, fish, dog, dog, fish
IllusionAnimals_894,A tropical rainforest with cascading waterfalls,low quality,2.5,fish, snake, fish, snake, snake, fish
IllusionAnimals_895,A joyous birthday celebration with candles and cake,low quality,2.5,fish, fish, fish, No illusion, rooster, fish
IllusionAnimals_896,"Silent valley bathed in golden sunlight, river meanders below",low quality,2.5,fish, No illusion, dog, fish, No illusion, fish
IllusionAnimals_897,A snow-capped mountain reflected in a crystal-clear lake,low quality,2.5,fish, No illusion, dog, No illusion, No illusion, fish
IllusionAnimals_898,A golden sunset over a vast savanna with roaming wildlife,low quality,2.5,fish, elephant, fish, elephant, elephant, fish
IllusionAnimals_899,A serene temple high in the misty mountains,low quality,2.5,fish, No illusion, fish, No illusion, No illusion, fish
IllusionAnimals_900,Bright bioluminescent plankton lighting up the shoreline,low quality,2.5,fish, fish, fish, snake, No illusion, fish
IllusionAnimals_901,A serene beach with a colorful sunset,low quality,2.5,rooster, snake, rooster, No illusion, No illusion, rooster
IllusionAnimals_902,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_903,"Sun shines on river's gentle flow, mountains reflect in patterns below, birds sing in silent glow",low quality,2.5,rooster, dog, rooster, pigeon, No illusion, rooster
IllusionAnimals_904,An ancient castle perched on a cliff overlooking the sea,low quality,2.5,rooster, cat, rooster, No illusion, No illusion, rooster
IllusionAnimals_905,A bear fishing in a river at sunset,low quality,2.5,rooster, rooster, rooster, No illusion, cat, rooster
IllusionAnimals_906,"Swirling nebula draped in stars, futuristic spaceships distant",low quality,2.5,rooster, rooster, rooster, No illusion, snake, rooster
IllusionAnimals_907,A futuristic city with skyscrapers and flying cars,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_908,Tropical storm forming off distant Caribbean island,low quality,2.5,rooster, rooster, rooster, snake, No illusion, rooster
IllusionAnimals_909,"Ancient tree branches reach towards the sky, sunlight filtering through creating intricate patterns",low quality,2.5,rooster, fish, dog, No illusion, No illusion, rooster
IllusionAnimals_910,Coral reef teeming with life,low quality,2.5,rooster, horse, rooster, fish, No illusion, rooster
IllusionAnimals_911,A classic car driving along a coastal highway,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_912,"Forest stream meets rocky falls, sunlight filters through canopy",low quality,2.5,rooster, snake, rooster, No illusion, No illusion, rooster
IllusionAnimals_913,A serene forest with a twinkling stream,low quality,2.5,rooster, elephant, rooster, butterfly, No illusion, rooster
IllusionAnimals_914,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,2.5,rooster, cat, rooster, No illusion, No illusion, rooster
IllusionAnimals_915,"Ghostly figures haunting a derelict library, lit by candlelight",low quality,2.5,rooster, rooster, rooster, cat, cat, rooster
IllusionAnimals_916,"A cascading waterfall illuminates the canyon with glowing light, shadow dancing over rocks",low quality,2.5,rooster, snake, rooster, No illusion, No illusion, rooster
IllusionAnimals_917,A field of sunflowers with bees collecting pollen from the blooms,low quality,2.5,rooster, cat, rooster, butterfly, butterfly, rooster
IllusionAnimals_918,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_919,Vibrant hot air balloons floating over green hills,low quality,2.5,rooster, rooster, rooster, No illusion, pigeon, rooster
IllusionAnimals_920,A peaceful pagoda overlooking a serene pond,low quality,2.5,rooster, elephant, rooster, No illusion, No illusion, rooster
IllusionAnimals_921,A snowy tundra with polar bears and northern lights,low quality,2.5,rooster, rooster, rooster, No illusion, dog, rooster
IllusionAnimals_922,A cozy cafe with steaming cups of coffee and pastries,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_923,A cozy cabin nestled in the midst of a pine forest,low quality,2.5,rooster, No illusion, rooster, dog, dog, rooster
IllusionAnimals_924,"Ancient city emerges from desert sands, towering structures reach for the sky",low quality,2.5,rooster, rooster, rooster, elephant, No illusion, rooster
IllusionAnimals_925,Starship floating over a futuristic city,low quality,2.5,rooster, snake, rooster, No illusion, No illusion, rooster
IllusionAnimals_926,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,2.5,rooster, fish, rooster, fish, No illusion, rooster
IllusionAnimals_927,A bustling harbor with ships coming and going,low quality,2.5,rooster, rooster, rooster, No illusion, dog, rooster
IllusionAnimals_928,Deer grazing in misty morning forest,low quality,2.5,rooster, deer, rooster, deer, deer, rooster
IllusionAnimals_929,A snowy mountain peak under starry night sky,low quality,2.5,rooster, No illusion, rooster, No illusion, No illusion, rooster
IllusionAnimals_930,A peaceful meadow with a rainbow stretching across the sky,low quality,2.5,rooster, pigeon, rooster, No illusion, No illusion, rooster
IllusionAnimals_931,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,2.5,rooster, cat, rooster, No illusion, No illusion, rooster
IllusionAnimals_932,A tranquil park with a babbling brook,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_933,A lighthouse amidst a green landscape with the sea behind,low quality,2.5,rooster, fish, rooster, No illusion, No illusion, rooster
IllusionAnimals_934,A lush meadow under a starry sky,low quality,2.5,rooster, cat, rooster, No illusion, No illusion, rooster
IllusionAnimals_935,A field of wild lupine flowers stretching out to the horizon,low quality,2.5,rooster, elephant, rooster, No illusion, No illusion, rooster
IllusionAnimals_936,A sunny meadow with purple flowers and green grass,low quality,2.5,rooster, rooster, rooster, No illusion, dog, rooster
IllusionAnimals_937,A peaceful village nestled in the rolling hills,low quality,2.5,rooster, cat, rooster, cat, No illusion, rooster
IllusionAnimals_938,"Snow-covered mountains, standing tall, reflect in frozen lake below",low quality,2.5,rooster, pigeon, rooster, No illusion, No illusion, rooster
IllusionAnimals_939,Sunbeams illuminate a cascade of water falling over a majestic rock formation,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_940,A hauntingly beautiful graveyard shrouded in fog,low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_941,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_942,Jaguar lurking silently in shadowy brush,low quality,2.5,rooster, cat, rooster, cat, cat, rooster
IllusionAnimals_943,A dense fog rolling over a dark and mysterious forest,low quality,2.5,rooster, butterfly, rooster, cat, cat, rooster
IllusionAnimals_944,Wolf pack howling at full moon,low quality,2.5,rooster, dog, rooster, dog, dog, rooster
IllusionAnimals_945,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,2.5,rooster, No illusion, rooster, No illusion, No illusion, rooster
IllusionAnimals_946,A misty moor shrouded in fog with mysterious standing stones,low quality,2.5,rooster, elephant, rooster, No illusion, No illusion, rooster
IllusionAnimals_947,"Mist-covered mountains shrouded in ancient forest, sunlight filters through leaves",low quality,2.5,rooster, fish, rooster, No illusion, No illusion, rooster
IllusionAnimals_948,A charming European town square bathed in warm light,low quality,2.5,rooster, fish, rooster, dog, No illusion, rooster
IllusionAnimals_949,A steampunk world powered by gears and clockworks,low quality,2.5,rooster, rooster, rooster, dog, dog, rooster
IllusionAnimals_950,A cozy cottage nestled in a snow-covered forest,low quality,2.5,rooster, dog, rooster, dog, dog, rooster
IllusionAnimals_951,A solitary lighthouse on a stormy cliff,low quality,2.5,rooster, pigeon, rooster, pigeon, No illusion, rooster
IllusionAnimals_952,"Vast expanse meets mountain sky, river meets ocean waves, sunlight paints joyous hues",low quality,2.5,rooster, butterfly, rooster, No illusion, No illusion, rooster
IllusionAnimals_953,A fields of golden wheat swaying in the breeze under a blue sky,low quality,2.5,rooster, cat, rooster, No illusion, No illusion, rooster
IllusionAnimals_954,"Neon glow illuminates futuristic robot, star spackling behind glowing eyes",low quality,2.5,rooster, pigeon, rooster, No illusion, No illusion, rooster
IllusionAnimals_955,A bustling train station with passengers rushing to catch their trains,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_956,A Holi Festival of Colors splashing happiness,low quality,2.5,rooster, elephant, rooster, elephant, dog, rooster
IllusionAnimals_957,"A lone figure silhouetted against a star-studded night sky, reaching for the moon",low quality,2.5,rooster, rooster, rooster, pigeon, No illusion, rooster
IllusionAnimals_958,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,2.5,rooster, dog, rooster, dog, dog, rooster
IllusionAnimals_959,A distant planet with purple trees and three moons,low quality,2.5,rooster, snake, rooster, pigeon, cat, rooster
IllusionAnimals_960,A mysterious cave entrance hidden behind a waterfall,low quality,2.5,rooster, snake, rooster, snake, snake, rooster
IllusionAnimals_961,"Eerie silence surrounds abandoned temple, glow of sunrise illuminates crumbling walls",low quality,2.5,rooster, butterfly, rooster, elephant, dog, rooster
IllusionAnimals_962,A surrealist painting come to life,low quality,2.5,rooster, rooster, rooster, butterfly, No illusion, rooster
IllusionAnimals_963,A sunny meadow with purple flowers and green grass,low quality,2.5,rooster, rooster, rooster, No illusion, dog, rooster
IllusionAnimals_964,Mountain goats traversing rugged terrain,low quality,2.5,rooster, horse, rooster, deer, dog, rooster
IllusionAnimals_965,"Vast forest meets mountain peaks, sunlight filters through canopy secrets, birds sing in rhythmic streaks",low quality,2.5,rooster, snake, rooster, pigeon, No illusion, rooster
IllusionAnimals_966,"Emerald valley with distant, snow-capped mountains",low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_967,A majestic waterfall cascading down into a crystal clear pool,low quality,2.5,rooster, rooster, rooster, fish, No illusion, rooster
IllusionAnimals_968,"Ethereal light fills the forest, cascading through the leaves and illuminating hidden life",low quality,2.5,rooster, deer, rooster, No illusion, No illusion, rooster
IllusionAnimals_969,"Eerie silence surrounds abandoned temple, glow of sunrise illuminates crumbling walls",low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_970,A joyous birthday celebration with candles and cake,low quality,2.5,rooster, rooster, rooster, pigeon, cat, rooster
IllusionAnimals_971,A doe by a lake drinking water,low quality,2.5,rooster, deer, rooster, deer, deer, rooster
IllusionAnimals_972,A rustic farmhouse surrounded by fields of wheat,low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_973,"A majestic sunrise illuminates the mountains, casting long shadows over valleys below",low quality,2.5,rooster, No illusion, rooster, No illusion, No illusion, rooster
IllusionAnimals_974,A vast desert with a distant city,low quality,2.5,rooster, horse, rooster, No illusion, No illusion, rooster
IllusionAnimals_975,A busy marketplace filled with colorful stalls,low quality,2.5,rooster, No illusion, rooster, cat, No illusion, rooster
IllusionAnimals_976,A haunted mansion with crumbling walls and overgrown gardens,low quality,2.5,rooster, elephant, rooster, No illusion, dog, rooster
IllusionAnimals_977,A quaint village nestled in the rolling green hills of the countryside,low quality,2.5,rooster, dog, rooster, No illusion, No illusion, rooster
IllusionAnimals_978,A sunflower field with a clear blue sky and fluffy clouds,low quality,2.5,rooster, rooster, rooster, No illusion, rooster, rooster
IllusionAnimals_979,Wildflower superbloom covering Californian desert,low quality,2.5,rooster, butterfly, rooster, No illusion, No illusion, rooster
IllusionAnimals_980,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,2.5,rooster, fish, rooster, No illusion, No illusion, rooster
IllusionAnimals_981,A refreshing oasis amidst vast desert sands,low quality,2.5,rooster, snake, rooster, No illusion, No illusion, rooster
IllusionAnimals_982,"Ancient forest meets rocky coast, waves crash in whisperings tones",low quality,2.5,rooster, snake, fish, No illusion, No illusion, rooster
IllusionAnimals_983,Fluffy cloud formation in robin egg blue sky,low quality,2.5,rooster, butterfly, rooster, No illusion, No illusion, rooster
IllusionAnimals_984,A whimsical garden filled with oversized flowers,low quality,2.5,rooster, rooster, rooster, cat, No illusion, rooster
IllusionAnimals_985,A lush rainforest with cascading waterfalls,low quality,2.5,rooster, snake, rooster, No illusion, dog, rooster
IllusionAnimals_986,A mystical cave entrance shrouded in darkness,low quality,2.5,rooster, cat, rooster, dog, No illusion, rooster
IllusionAnimals_987,A serene lakeside with a wooden dock and lush green trees,low quality,2.5,rooster, cat, rooster, cat, No illusion, rooster
IllusionAnimals_988,A grand ballroom filled with elegant dancers in lavish attire,low quality,2.5,rooster, cat, rooster, cat, No illusion, rooster
IllusionAnimals_989,Snow-capped mountains reflecting in a crystal-clear lake,low quality,2.5,rooster, fish, rooster, No illusion, No illusion, rooster
IllusionAnimals_990,Buffalo thundering across Great Plains,low quality,2.5,rooster, horse, rooster, horse, elephant, rooster
IllusionAnimals_991,A misty forest shrouded in ancient trees and tangled vines,low quality,2.5,rooster, butterfly, rooster, No illusion, No illusion, rooster
IllusionAnimals_992,A vibrant coral reef teeming with colorful fish,low quality,2.5,rooster, rooster, rooster, fish, No illusion, rooster
IllusionAnimals_993,A rustic barn surrounded by rolling fields of sunflowers,low quality,2.5,rooster, cat, rooster, No illusion, No illusion, rooster
IllusionAnimals_994,Moon setting behind rolling sand dunes in early dawn light,low quality,2.5,rooster, No illusion, elephant, No illusion, No illusion, rooster
IllusionAnimals_995,A dramatic thunderstorm with lightning striking in the distance,low quality,2.5,rooster, rooster, rooster, snake, snake, rooster
IllusionAnimals_996,Saharan sandstorm turning daytime into darkness,low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_997,Urban city with skyscrapers and traffic,low quality,2.5,rooster, rooster, rooster, No illusion, No illusion, rooster
IllusionAnimals_998,A serene meadow with wildflowers and butterflies,low quality,2.5,rooster, butterfly, rooster, cat, No illusion, rooster
IllusionAnimals_999,Elk bugling in crisp autumn air,low quality,2.5,rooster, deer, rooster, deer, deer, rooster
IllusionAnimals_1000,"Misty waterfall cascading, mossy rocks glow, sunlight filters through",low quality,2.5,rooster, snake, rooster, No illusion, No illusion, rooster
