image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_FashionMnist_ill_images,LLaVa_FashionMnist_illusion_images_filtered,LLaVa_FashionMnist_illusionless_images,LLaVa_FashionMnist_illusionless_images_filtered,LLaVa_FashionMnist_raw_images
FashionMnist_802,"Cosmic rays illuminate swirling dust, mountains casting long shadows on plains",low quality,1.5,4, No illusion, Pullover, Sandal, Ankle boot, T-shirt/top
FashionMnist_803,A stunning coral reef teeming with marine life,low quality,1.5,8, Sandal, Trouser, Shirt, No illusion, Bag
FashionMnist_804,A secret garden hidden behind a hidden door in a wall,low quality,1.5,3, Bag, Trouser, Bag, No illusion, Dress
FashionMnist_805,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,2, Trouser, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_806,A desert with a lake in the middle,low quality,1.5,4, Trouser, Pullover, Sandal, No illusion, T-shirt/top
FashionMnist_807,A cloudy sky with a bolt of lightning striking a windmill,low quality,1.5,4, Ankle boot, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_808,A quaint seaside town with colorful fishing boats,low quality,1.5,7, Coat, Sneaker, Coat, Coat, Sneaker
FashionMnist_809,Fox darting through pristine snow,low quality,1.5,1, Ankle boot, No illusion, Coat, Ankle boot, T-shirt/top
FashionMnist_810,A thunderstorm brewing over a field of wildflowers,low quality,1.5,4, T-shirt/top, T-shirt/top, T-shirt/top, Ankle boot, Coat
FashionMnist_811,"A lone astronaut floats weightlessly in space, stars forming a breathtaking tapestry",low quality,1.5,9, Ankle boot, Ankle boot, Coat, Ankle boot, Ankle boot
FashionMnist_812,Urban city with skyscrapers and traffic,low quality,1.5,3, Sneaker, Sneaker, Sneaker, Sneaker, T-shirt/top
FashionMnist_813,A castle on a hill overlooking a village,low quality,1.5,5, Coat, Ankle boot, T-shirt/top, Trouser, Shirt
FashionMnist_814,A cave decorated with crystals and stalactites,low quality,1.5,8, Coat, Bag, Coat, Ankle boot, Trouser
FashionMnist_815,"Gentle waves meet volcanic cliffs, stars twinkle above",low quality,1.5,5, No illusion, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_816,A pirate ship battling with a sea monster,low quality,1.5,4, Shirt, No illusion, Shirt, Coat, Pullover
FashionMnist_817,A quaint village blanketed in winter snow with twinkling lights,low quality,1.5,7, Coat, Sneaker, Coat, Coat, Sneaker
FashionMnist_818,Moose wandering through serene woodland,low quality,1.5,2, Pullover, Trouser, Pullover, Ankle boot, T-shirt/top
FashionMnist_819,Hyena laughing boisterously while feasting,low quality,1.5,8, No illusion, No illusion, Sandal, Ankle boot, Shirt
FashionMnist_820,"Ghostly figures haunting a derelict library, lit by candlelight",low quality,1.5,5, T-shirt/top, T-shirt/top, Pullover, Ankle boot, Sneaker
FashionMnist_821,A peaceful rice terrace overlooking a tranquil valley,low quality,1.5,9, Sandal, Ankle boot, Sandal, T-shirt/top, Ankle boot
FashionMnist_822,"Softly glowing mushrooms illuminate forest floor, moonlight filters through branches",low quality,1.5,3, Pullover, T-shirt/top, Bag, Bag, T-shirt/top
FashionMnist_823,Seaside boardwalk with vintage arcade games,low quality,1.5,3, Sneaker, Dress, Ankle boot, Coat, Dress
FashionMnist_824,Frozen Niagara Falls shimmering under winter sun,low quality,1.5,6, Coat, Pullover, Coat, Ankle boot, Pullover
FashionMnist_825,Night sky filled with bright stars,low quality,1.5,7, Trouser, Sneaker, Pullover, Ankle boot, Sneaker
FashionMnist_826,"Vast fields of wildflowers embrace rolling hills, mountains rise in background, sunlight bathes the scene",low quality,1.5,1, Trouser, Trouser, No illusion, No illusion, Trouser
FashionMnist_827,Bioluminescent plankton glowing in the surf,low quality,1.5,7, Sneaker, Sneaker, T-shirt/top, Ankle boot, Sneaker
FashionMnist_828,A bustling marketplace filled with exotic spices and fabrics,low quality,1.5,3, Bag, T-shirt/top, Shirt, Coat, Dress
FashionMnist_829,A colorful hot air balloon floating over a patchwork landscape,low quality,1.5,5, Bag, Sneaker, Bag, Bag, Sneaker
FashionMnist_830,A cozy cabin nestled in a snowy forest clearing,low quality,1.5,4, Coat, Trouser, Coat, Ankle boot, T-shirt/top
FashionMnist_831,A vast savannah dotted with grazing zebras,low quality,1.5,4, Sandal, Coat, Sandal, Pullover, T-shirt/top
FashionMnist_832,A serene meadow with wildflowers and butterflies,low quality,1.5,5, T-shirt/top, Ankle boot, Dress, Ankle boot, Sneaker
FashionMnist_833,Clear blue skies meeting cerulean ocean,low quality,1.5,8, T-shirt/top, T-shirt/top, Sandal, No illusion, T-shirt/top
FashionMnist_834,A lush jungle with waterfalls and towering mountains,low quality,1.5,3, Dress, Dress, Bag, Ankle boot, Dress
FashionMnist_835,"Ancient city emerges from jungle heart, towering pyramids casting long shadows",low quality,1.5,7, Ankle boot, Ankle boot, Sandal, Ankle boot, Sneaker
FashionMnist_836,A cozy New Year's Eve toast at midnight,low quality,1.5,1, Pullover, Trouser, Dress, Pullover, Trouser
FashionMnist_837,Towering giant sequoia stretching high into sky,low quality,1.5,2, Trouser, Trouser, Trouser, No illusion, T-shirt/top
FashionMnist_838,Ocean wave curling gracefully onto beach,low quality,1.5,6, Sandal, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_839,"Mountain lake reflects snow-capped peaks, wildflowers dance on surface",low quality,1.5,1, Dress, T-shirt/top, No illusion, Ankle boot, Trouser
FashionMnist_840,A serene beach with a setting sun and a palm tree,low quality,1.5,9, Sandal, Ankle boot, Sandal, Ankle boot, Ankle boot
FashionMnist_841,"Forest stream meets rocky falls, sunlight filters through canopy",low quality,1.5,8, Shirt, Bag, No illusion, Ankle boot, Bag
FashionMnist_842,A lush rainforest with cascading waterfalls,low quality,1.5,2, Bag, T-shirt/top, Dress, No illusion, T-shirt/top
FashionMnist_843,Golden leaf autumn canopy covering ground,low quality,1.5,7, Sneaker, Sneaker, No illusion, Ankle boot, Sneaker
FashionMnist_844,"Ancient forest meets rocky coast, waves crash in whisperings tones",low quality,1.5,1, Bag, Trouser, No illusion, No illusion, Trouser
FashionMnist_845,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,3, Sandal, Ankle boot, Pullover, Ankle boot, Dress
FashionMnist_846,A spooky graveyard with mist swirling around old tombstones,low quality,1.5,7, No illusion, Sneaker, No illusion, No illusion, Sneaker
FashionMnist_847,A quaint village nestled in the rolling green hills of the countryside,low quality,1.5,5, Sneaker, Ankle boot, Trouser, No illusion, Ankle boot
FashionMnist_848,A hauntingly beautiful graveyard shrouded in fog,low quality,1.5,9, No illusion, Ankle boot, No illusion, No illusion, Sneaker
FashionMnist_849,A secluded cabin nestled in a snowy forest,low quality,1.5,9, Coat, Ankle boot, Coat, Coat, Ankle boot
FashionMnist_850,Tranquil lake in a forest with snow capped mountains,low quality,1.5,1, Pullover, Trouser, Coat, Coat, Trouser
FashionMnist_851,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,8, No illusion, Coat, Coat, Ankle boot, T-shirt/top
FashionMnist_852,A vast blue ocean containing small islands with palm trees,low quality,1.5,2, Shirt, T-shirt/top, Sandal, Coat, T-shirt/top
FashionMnist_853,"A serene lake reflects the stars, glowing mountains casting shadow on the surface",low quality,1.5,5, Coat, Ankle boot, Pullover, Ankle boot, T-shirt/top
FashionMnist_854,"Sun shines on river's gentle flow, mountains reflect in patterns below, birds sing in silent glow",low quality,1.5,7, Bag, Sneaker, Sandal, No illusion, Sneaker
FashionMnist_855,A Holi Festival of Colors splashing happiness,low quality,1.5,1, Pullover, Trouser, Dress, Trouser, Trouser
FashionMnist_856,"Golden rays grace mountain peaks, river reflects glittering stars, birds call softly from branches",low quality,1.5,9, No illusion, Sneaker, Bag, T-shirt/top, T-shirt/top
FashionMnist_857,A futuristic city with skyscrapers and flying cars,low quality,1.5,8, Sneaker, Trouser, Sneaker, T-shirt/top, Bag
FashionMnist_858,An otherworldly aurora borealis dancing in the night sky,low quality,1.5,1, Coat, Pullover, Pullover, Ankle boot, Trouser
FashionMnist_859,A lone sailboat drifting peacefully on calm waters,low quality,1.5,0, Pullover, T-shirt/top, Coat, Coat, T-shirt/top
FashionMnist_860,A Valentine's Day date night filled with romance,low quality,1.5,0, No illusion, Pullover, Dress, Dress, T-shirt/top
FashionMnist_861,A colorful meadow with a flowing river and vibrant hot air balloons,low quality,1.5,6, Bag, Bag, Bag, Pullover, T-shirt/top
FashionMnist_862,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,1, T-shirt/top, Trouser, No illusion, Ankle boot, T-shirt/top
FashionMnist_863,A Guru Nanak Jayanti langar serving equality,low quality,1.5,7, Sandal, Ankle boot, Shirt, Coat, Sneaker
FashionMnist_864,"Gentle waves meet rocky shores, sunrise paints rainbow glows, birds sing on distant shores",low quality,1.5,1, T-shirt/top, No illusion, Sandal, Ankle boot, Trouser
FashionMnist_865,Koala dozing comfortably in eucalyptus tree,low quality,1.5,1, Trouser, Trouser, Trouser, No illusion, Trouser
FashionMnist_866,A nostalgic drive-in movie theater under the stars,low quality,1.5,5, T-shirt/top, T-shirt/top, Coat, Coat, Sandal
FashionMnist_867,"Gentle waves lap tropical shoreline, vibrant coral reefs visible underwater",low quality,1.5,7, No illusion, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_868,A crowded concert filled with cheering fans and flashing lights,low quality,1.5,1, Trouser, Trouser, Sandal, T-shirt/top, Trouser
FashionMnist_869,"A lone astronaut floats weightlessly in space, stars forming a breathtaking tapestry",low quality,1.5,5, Coat, T-shirt/top, Shirt, Shirt, T-shirt/top
FashionMnist_870,Wild horses running free in windswept grasslands,low quality,1.5,2, Pullover, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_871,A serene beach with crashing waves and palm trees,low quality,1.5,2, Bag, Trouser, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_872,Fox darting through pristine snow,low quality,1.5,3, Sneaker, Pullover, Coat, Ankle boot, Dress
FashionMnist_873,A bustling train station with travelers coming and going,low quality,1.5,3, Bag, No illusion, Bag, Coat, T-shirt/top
FashionMnist_874,A vast savanna with a herd of elephants,low quality,1.5,1, Pullover, Trouser, Trouser, Trouser, Trouser
FashionMnist_875,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,1, T-shirt/top, Trouser, Bag, Ankle boot, Trouser
FashionMnist_876,"A vibrant forest glows with bioluminescent light, revealing hidden secrets",low quality,1.5,4, Dress, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_877,Wisteria draped elegantly over arbor,low quality,1.5,9, Ankle boot, Ankle boot, Pullover, Ankle boot, Ankle boot
FashionMnist_878,An ancient temple shrouded in mist on a remote mountain,low quality,1.5,4, Trouser, Pullover, Pullover, Coat, T-shirt/top
FashionMnist_879,"Gentle waves reflect moonlight, illuminating underwater life in vibrant colors",low quality,1.5,3, Sandal, Pullover, T-shirt/top, No illusion, Dress
FashionMnist_880,A bright moon over a vast desert,low quality,1.5,7, No illusion, Ankle boot, No illusion, Ankle boot, Sneaker
FashionMnist_881,Abandoned factory overlooking rusty train tracks bathed in neon light,low quality,1.5,7, No illusion, Ankle boot, Pullover, No illusion, Sneaker
FashionMnist_882,"Glowing sandstone cliffs illuminate desert canyon, shimmering sand dunes reflecting light",low quality,1.5,0, Sandal, T-shirt/top, Sandal, No illusion, T-shirt/top
FashionMnist_883,A thrilling rollercoaster ride at amusement park,low quality,1.5,8, Coat, T-shirt/top, Dress, Dress, Bag
FashionMnist_884,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,9, T-shirt/top, Ankle boot, No illusion, Ankle boot, Ankle boot
FashionMnist_885,"Sunbeams break through jungle canopy, river winds through valleys, sunlight paints patterns on everything",low quality,1.5,9, Ankle boot, Dress, Bag, Ankle boot, Ankle boot
FashionMnist_886,A tranquil bamboo forest swaying in the breeze,low quality,1.5,6, Bag, Trouser, No illusion, Trouser, T-shirt/top
FashionMnist_887,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,1.5,1, Pullover, Ankle boot, T-shirt/top, T-shirt/top, Trouser
FashionMnist_888,A delightful puppet show entertaining young audiences,low quality,1.5,3, Dress, T-shirt/top, Coat, Dress, Shirt
FashionMnist_889,A vibrant coral reef with colorful fish swimming around,low quality,1.5,4, Shirt, Coat, Shirt, Ankle boot, Pullover
FashionMnist_890,A lonely tree standing on a hill,low quality,1.5,0, Pullover, T-shirt/top, Trouser, No illusion, T-shirt/top
FashionMnist_891,"Golden light shines on island shores, waves gently lap the beach, birds sing their chorus",low quality,1.5,0, Shirt, Dress, Sandal, Ankle boot, T-shirt/top
FashionMnist_892,Honeybees buzzing about hive,low quality,1.5,5, No illusion, Ankle boot, Shirt, T-shirt/top, Sandal
FashionMnist_893,A serene beach with a setting sun and a palm tree,low quality,1.5,9, Sandal, Ankle boot, Sandal, Sandal, Ankle boot
FashionMnist_894,Aurora borealis streaking across the Arctic sky,low quality,1.5,2, Coat, Coat, Coat, Pullover, T-shirt/top
FashionMnist_895,Wolf pack howling at full moon,low quality,1.5,0, Pullover, T-shirt/top, No illusion, Pullover, T-shirt/top
FashionMnist_896,Tranquil lake in a forest with snow capped mountains,low quality,1.5,5, Trouser, Ankle boot, Coat, Coat, T-shirt/top
FashionMnist_897,A vibrant city with a sparkling river and towering skyscrapers,low quality,1.5,5, Coat, Ankle boot, Sneaker, Ankle boot, Sandal
FashionMnist_898,"Sun sets over volcanic mountains, glowing lava reflects on river surface",low quality,1.5,1, No illusion, Ankle boot, No illusion, No illusion, Trouser
FashionMnist_899,A Navratri Garba Night dancing devotionally,low quality,1.5,5, Dress, Trouser, Dress, Dress, T-shirt/top
FashionMnist_900,A bustling city square adorned with festive decorations,low quality,1.5,7, Coat, Sneaker, Coat, Ankle boot, Sneaker
FashionMnist_901,A quaint village covered in a blanket of snow,low quality,1.5,8, Coat, Bag, Coat, Coat, Bag
FashionMnist_902,A vast volcanic landscape with green fields and a distant mountain range,low quality,1.5,7, No illusion, Sneaker, No illusion, No illusion, Sneaker
FashionMnist_903,A distant futuristic city with floating buildings,low quality,1.5,5, Sneaker, Ankle boot, Coat, No illusion, Shirt
FashionMnist_904,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,1.5,3, No illusion, Pullover, No illusion, Ankle boot, T-shirt/top
FashionMnist_905,A captivating circus performance beneath big top tent,low quality,1.5,6, Trouser, Pullover, Dress, Dress, T-shirt/top
FashionMnist_906,A cozy cabin in the woods with a crackling fire,low quality,1.5,4, Pullover, Coat, Coat, Coat, T-shirt/top
FashionMnist_907,A heartfelt graduation ceremony celebrating achievements,low quality,1.5,0, Trouser, T-shirt/top, Coat, Coat, T-shirt/top
FashionMnist_908,Abandoned mining town covered in layers of dust,low quality,1.5,4, No illusion, T-shirt/top, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_909,A raging river flowing through a dense jungle at the base of mountains,low quality,1.5,0, Pullover, T-shirt/top, No illusion, Sneaker, T-shirt/top
FashionMnist_910,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,6, Sandal, Pullover, Sandal, Ankle boot, T-shirt/top
FashionMnist_911,Jaguar lurking silently in shadowy brush,low quality,1.5,0, Ankle boot, Trouser, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_912,A boat floating in the middle of a lake surrounded by lush green mountains,low quality,1.5,2, Bag, Bag, Sandal, Ankle boot, T-shirt/top
FashionMnist_913,Magenta sunrise greeting hopeful dawn,low quality,1.5,5, T-shirt/top, T-shirt/top, Pullover, Ankle boot, Shirt
FashionMnist_914,Dolphin pod joyously riding wake,low quality,1.5,5, Sandal, Ankle boot, Shirt, Ankle boot, Shirt
FashionMnist_915,"Sun setting over a futuristic city, robots and lights reflected in the clouds",low quality,1.5,1, T-shirt/top, T-shirt/top, Sandal, Ankle boot, Trouser
FashionMnist_916,A dark forest with a hidden path,low quality,1.5,2, Dress, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_917,"Sea meets forest, waves crash softly, sunlight filters through canopy",low quality,1.5,0, Sandal, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_918,A lush vineyard stretching over rolling hills,low quality,1.5,9, No illusion, Pullover, T-shirt/top, Pullover, Ankle boot
FashionMnist_919,A majestic waterfall cascading down into a crystal clear pool,low quality,1.5,3, Bag, No illusion, Sandal, No illusion, Dress
FashionMnist_920,African wild dog hunting impala,low quality,1.5,7, Ankle boot, Sneaker, Ankle boot, Ankle boot, Sneaker
FashionMnist_921,A field of wild lupine flowers stretching out to the horizon,low quality,1.5,8, T-shirt/top, No illusion, No illusion, No illusion, T-shirt/top
FashionMnist_922,A secluded cabin nestled in a snowy forest,low quality,1.5,6, Coat, Pullover, Coat, Coat, Coat
FashionMnist_923,A field of lavender with bees buzzing around the fragrant flowers,low quality,1.5,8, No illusion, Bag, Pullover, No illusion, Bag
FashionMnist_924,Lemur swinging nimbly through Madagascar's deciduous forests,low quality,1.5,3, Shirt, Dress, Trouser, Trouser, Dress
FashionMnist_925,A futuristic space station orbiting Earth,low quality,1.5,4, No illusion, Trouser, Coat, Coat, T-shirt/top
FashionMnist_926,A group of explorers in an ancient jungle,low quality,1.5,7, Dress, Sneaker, Sneaker, Ankle boot, Shirt
FashionMnist_927,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,1.5,0, Shirt, T-shirt/top, Bag, No illusion, T-shirt/top
FashionMnist_928,A peaceful meadow filled with grazing deer,low quality,1.5,7, Bag, Ankle boot, Pullover, Ankle boot, Sneaker
FashionMnist_929,A misty morning in a foggy forest with dew-covered leaves,low quality,1.5,4, Pullover, T-shirt/top, No illusion, Ankle boot, Coat
FashionMnist_930,A relaxing hot spring surrounded by nature,low quality,1.5,8, Bag, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_931,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,1.5,0, No illusion, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_932,Snow-capped mountains reflecting in a crystal-clear lake,low quality,1.5,3, Pullover, Dress, Coat, Coat, Dress
FashionMnist_933,A majestic bridge spanning a wide river,low quality,1.5,4, Sneaker, Trouser, Ankle boot, Ankle boot, Coat
FashionMnist_934,Urban city with skyscrapers and traffic,low quality,1.5,4, Sneaker, T-shirt/top, Sneaker, Coat, T-shirt/top
FashionMnist_935,"Spherical ""blue holes"" in Bahamas coral reefs",low quality,1.5,3, Shirt, Dress, Shirt, No illusion, Dress
FashionMnist_936,A fantastical kingdom ruled by mermaids,low quality,1.5,4, Dress, Trouser, Dress, No illusion, Coat
FashionMnist_937,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,1.5,9, No illusion, Trouser, No illusion, No illusion, Ankle boot
FashionMnist_938,Dilapidated wooden pier reaching into misty lake,low quality,1.5,0, Trouser, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_939,"A vibrant sunset paints the mountains in shades of gold, casting long shadows",low quality,1.5,6, Pullover, T-shirt/top, No illusion, Coat, T-shirt/top
FashionMnist_940,A magical fairytale forest filled with unicorns,low quality,1.5,4, Dress, Coat, Dress, Ankle boot, Coat
FashionMnist_941,"Golden sunlight beams through fallen leaves, river gracefully winds its secrets untold, birds metaphorically free",low quality,1.5,9, No illusion, Sneaker, No illusion, Ankle boot, Ankle boot
FashionMnist_942,A moonlit beach with gentle waves lapping at the shore,low quality,1.5,1, Sandal, Ankle boot, Sandal, Ankle boot, Trouser
FashionMnist_943,A woman in a field of flowers at sunrise,low quality,1.5,8, Dress, Ankle boot, Dress, Dress, Shirt
FashionMnist_944,Seaside boardwalk with vintage arcade games,low quality,1.5,1, Sneaker, Coat, Sneaker, Coat, T-shirt/top
FashionMnist_945,Monitor Lizard scaling vertical tree trunk,low quality,1.5,7, Trouser, Sneaker, Trouser, Trouser, Sneaker
FashionMnist_946,A small house near seashore,low quality,1.5,5, Sandal, Ankle boot, Sandal, Ankle boot, Sandal
FashionMnist_947,A dirt path leading through a lush forest,low quality,1.5,5, No illusion, No illusion, Dress, Ankle boot, Sneaker
FashionMnist_948,A tranquil lake surrounded by towering trees,low quality,1.5,6, Dress, Coat, T-shirt/top, Ankle boot, T-shirt/top
FashionMnist_949,Komodo Dragon slithering stealthily,low quality,1.5,0, Trouser, No illusion, No illusion, Ankle boot, Shirt
FashionMnist_950,"Eerie silence surrounds snow-covered forest, glowing moon casts long shadows",low quality,1.5,2, Coat, Pullover, Pullover, Pullover, T-shirt/top
FashionMnist_951,A steampunk world powered by gears and clockworks,low quality,1.5,1, Trouser, Trouser, Bag, Trouser, Trouser
FashionMnist_952,A tranquil pond inhabited by graceful swans,low quality,1.5,0, Sandal, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_953,Thundering waterfalls cascading into pools below,low quality,1.5,5, Sandal, Ankle boot, Sandal, Pullover, Sneaker
FashionMnist_954,Elephant herd bathing in river,low quality,1.5,4, Trouser, T-shirt/top, Sandal, Sneaker, Coat
FashionMnist_955,Desert valley with birds circling above,low quality,1.5,0, Sandal, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_956,A misty forest shrouded in ancient trees and tangled vines,low quality,1.5,0, Trouser, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_957,An abandoned castle shrouded in mist atop a lonely hill,low quality,1.5,6, Ankle boot, Trouser, Coat, Ankle boot, T-shirt/top
FashionMnist_958,A giant robot overlooking a city at night,low quality,1.5,7, Coat, Sneaker, Sneaker, Sneaker, T-shirt/top
FashionMnist_959,"Gentle meadow meets towering mountains, river flows through valley below",low quality,1.5,5, No illusion, Sneaker, No illusion, No illusion, Sandal
FashionMnist_960,"Vast coral reef, vibrant colors dance, schools of fish dart through the waves",low quality,1.5,0, Shirt, T-shirt/top, Shirt, No illusion, T-shirt/top
FashionMnist_961,Glowing fungi illuminate a decaying castle under a moonlit forest,low quality,1.5,3, T-shirt/top, Coat, Shirt, T-shirt/top, T-shirt/top
FashionMnist_962,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,5, Sandal, Ankle boot, Sandal, Ankle boot, Sandal
FashionMnist_963,A spooky graveyard with mist swirling around old tombstones,low quality,1.5,9, No illusion, Sneaker, No illusion, No illusion, Ankle boot
FashionMnist_964,A Halloween costume party embracing creativity,low quality,1.5,6, Dress, Pullover, Dress, Dress, T-shirt/top
FashionMnist_965,A grand castle perched atop a hill overlooking a medieval town,low quality,1.5,8, Coat, Pullover, No illusion, Ankle boot, Bag
FashionMnist_966,"Frozen lake frozen over, snow-covered mountains reflected in the surface",low quality,1.5,0, Pullover, Pullover, Coat, Ankle boot, T-shirt/top
FashionMnist_967,Aurora borealis streaking across the Arctic sky,low quality,1.5,6, Pullover, Coat, Coat, Ankle boot, T-shirt/top
FashionMnist_968,A traditional Japanese garden with a koi pond and cherry blossoms,low quality,1.5,4, Bag, Trouser, Dress, Ankle boot, Coat
FashionMnist_969,"Neon glow fills abandoned factory, dust swirling in forgotten hallways",low quality,1.5,6, No illusion, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_970,A fun family picnic in a sunny meadow,low quality,1.5,2, Dress, T-shirt/top, Dress, T-shirt/top, T-shirt/top
FashionMnist_971,"Vast expanse of ocean waves, crashing against rocky cliffs, sunlight paints patterns",low quality,1.5,9, No illusion, Sneaker, No illusion, No illusion, Sneaker
FashionMnist_972,Vast underwater world filled with colorful fish and glowing coral formations,low quality,1.5,6, Shirt, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_973,A majestic bald eagle soaring overhead,low quality,1.5,7, Coat, Sneaker, Coat, Pullover, Sneaker
FashionMnist_974,A charming European town square bathed in warm light,low quality,1.5,7, Bag, Sneaker, Bag, Ankle boot, Sneaker
FashionMnist_975,A festive carnival with bright lights and merry-go-rounds,low quality,1.5,1, Pullover, No illusion, Pullover, Coat, T-shirt/top
FashionMnist_976,A vast green meadowland with a cottage in the distance,low quality,1.5,4, No illusion, Pullover, No illusion, No illusion, T-shirt/top
FashionMnist_977,A mystical desert oasis with palm trees and cool water,low quality,1.5,2, Sandal, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_978,"Ocean meets mountain waves, sunlight paints splatter on caves, birds sing in gentle saves",low quality,1.5,6, Sandal, T-shirt/top, Sandal, No illusion, T-shirt/top
FashionMnist_979,A surrealist painting come to life,low quality,1.5,5, Shirt, No illusion, Dress, Ankle boot, Sandal
FashionMnist_980,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,3, Pullover, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_981,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,9, Sandal, T-shirt/top, Sandal, Ankle boot, Ankle boot
FashionMnist_982,Graceful swans gliding effortlessly across glassy lake surface,low quality,1.5,9, Pullover, Ankle boot, Sandal, Ankle boot, Ankle boot
FashionMnist_983,A serene pagoda amid a peaceful Zen garden,low quality,1.5,8, Pullover, Bag, Sandal, Ankle boot, Bag
FashionMnist_984,"Serene lake reflects towering mountains, sunlight dances on ripples, peaceful atmosphere",low quality,1.5,8, No illusion, T-shirt/top, No illusion, No illusion, Shirt
FashionMnist_985,Rainbow appearing after a summer rainstorm,low quality,1.5,3, Pullover, T-shirt/top, Coat, No illusion, Dress
FashionMnist_986,"Eerie silence fills the ancient temple grounds, moonlight illuminating dusty statues",low quality,1.5,0, Dress, Bag, Coat, Ankle boot, Shirt
FashionMnist_987,A grand palace with ornate golden gates and pillars,low quality,1.5,2, Dress, Trouser, Dress, Trouser, Pullover
FashionMnist_988,Lenticular clouds hovering above Andean peaks,low quality,1.5,4, Pullover, No illusion, Coat, Ankle boot, Pullover
FashionMnist_989,A lush rainforest with cascading waterfalls,low quality,1.5,6, Dress, T-shirt/top, Sneaker, Ankle boot, T-shirt/top
FashionMnist_990,Verdant valley cradled by hills,low quality,1.5,6, T-shirt/top, T-shirt/top, T-shirt/top, Ankle boot, T-shirt/top
FashionMnist_991,"A quaint cottage in a flower-filled meadow, surrounded by hills",low quality,1.5,3, T-shirt/top, T-shirt/top, Bag, Coat, Dress
FashionMnist_992,"Ruined castle overgrown with vines, sunlight filtering through stained glass",low quality,1.5,2, Dress, Trouser, Bag, Ankle boot, T-shirt/top
FashionMnist_993,"Sunbeams break through forest canopy, river flows calmly, birds flit between branches",low quality,1.5,3, No illusion, Dress, Sneaker, Ankle boot, Dress
FashionMnist_994,Birds singing harmoniously at dawn,low quality,1.5,5, Sneaker, Sneaker, Bag, Pullover, Sneaker
FashionMnist_995,"Golden warmth paints mountain slopes, river flows swiftly below, birds sing in colorful patterns",low quality,1.5,4, Bag, Trouser, Sandal, Bag, T-shirt/top
FashionMnist_996,"Starry sea reflects on metallic waves, futuristic city emerging from the depths",low quality,1.5,9, Ankle boot, Ankle boot, Coat, Ankle boot, Sneaker
FashionMnist_997,Dolphins leaping in sparkling sea,low quality,1.5,3, Sneaker, T-shirt/top, Sandal, Ankle boot, Shirt
FashionMnist_998,A vibrant marketplace with vendors selling exotic fruits and spices,low quality,1.5,4, Bag, Coat, Bag, Coat, T-shirt/top
FashionMnist_999,A mystical floating island in a sea of clouds,low quality,1.5,7, No illusion, Coat, No illusion, No illusion, Shirt
FashionMnist_1000,A magical rainbow arcing over a vivid landscape,low quality,1.5,7, Ankle boot, No illusion, No illusion, No illusion, Sneaker
FashionMnist_1001,Sunset over the pier,low quality,1.5,0, Sandal, T-shirt/top, Sandal, Ankle boot, Dress
FashionMnist_1002,"Mountain sunlight paints meadow meadows, wildflowers bloom in vibrant hues, birds flutter freely",low quality,1.5,3, T-shirt/top, T-shirt/top, No illusion, T-shirt/top, Dress
