image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_Mnist_ill_images,LLaVa_Mnist_illusion_images_filtered,LLaVa_Mnist_illusionless_images,LLaVa_Mnist_illusionless_images_filtered,LLaVa_Mnist_raw_images
Mnist_835,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_836,"Ancient city emerges from jungle heart, towering pyramids casting long shadows",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_837,"A vibrant reflection of the city lights in a pool of water, revealing hidden pathways",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_838,"Golden light shines on island shores, waves gently lap the beach, birds sing their chorus",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_839,A fields of golden wheat swaying in the breeze under a blue sky,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_840,A starry night sky with a rocket ship blasting off towards a distant planet,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_841,A foggy forest with tall trees and a wooden bridge,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_842,Wisteria draped elegantly over arbor,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_843,A beautiful sunset at a beach with ocean waves,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_844,A Fourth of July firework show lighting up skies,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_845,Playful otters frolicking in shallow rapids,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_846,Tranquil lake in a forest with snow capped mountains,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_847,"Emerald valley with distant, snow-capped mountains",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_848,"Dinosaurs roam dusty plains, glowing volcanic mountains pierce the twilight sky",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_849,A breathtaking hot air balloon ride over vineyards,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_850,A bustling street market with vendors selling exotic spices and textiles,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_851,Golden leaf autumn canopy covering ground,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_852,Sunset over a calm tropical lake,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_853,Elephant herd bathing in river,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_854,A bustling cityscape with skyscrapers reaching towards the sky,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_855,A whimsical carnival with colorful tents and a merry-go-round,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_856,A charming cottage covered in ivy,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_857,Lemur swinging nimbly through Madagascar's deciduous forests,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_858,Heron patiently waiting for catch,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_859,A vibrant city with a sparkling river and towering skyscrapers,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_860,A breathtaking Northern Lights display,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_861,"Ancient temple engulfed by dense, dark jungle",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_862,Colorful coral reef teeming with exotic marine life,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_863,A lush tropical rainforest echoing with the sounds of wildlife,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_864,"Vast ocean meets rocky cliffs, waves crash and spray, vibrant sunset paints the sky",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_865,Deer grazing in misty morning forest,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_866,A colorful coral reef teeming with diverse marine life,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_867,A Navratri Garba Night dancing devotionally,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_868,Caracal leaping fluidly over rocky terrain,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_869,A Ramadan Iftar meal breaking fast lovingly,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_870,Palm fringed beach paradise,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_871,Curious squirrel climbing up tree trunk,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_872,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_873,A hidden cave entrance obscured by overgrown vines and moss,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_874,A Fourth of July firework show lighting up skies,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_875,A dark forest with a hidden path,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_876,A lunar landscape with barren craters and mountains silhouetted against the sky,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_877,"Glowing fields of wildflowers stretch endlessly, vintage tractor leaves dusty trail",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_878,Kangaroo bounding powerfully across Outback expanse,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_879,Sandy dunes meet turquoise seas under a stormy sky,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_880,"A vibrant reflection of the city lights in a pool of water, revealing hidden pathways",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_881,A lush rainforest with cascading waterfalls,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_882,A tranquil lake surrounded by towering trees,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_883,A futuristic city with flying cars and towering skyscrapers,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_884,A beautiful sunset over a tranquil lake,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_885,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_886,Bright bioluminescent plankton lighting up the shoreline,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_887,A quaint village nestled in a lush valley surrounded by mountains,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_888,A tranquil pond with lily pads and colorful koi fish,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_889,An alien landscape with strange rock formations and glowing plants,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_890,"Vast mountains meet glowing river, reflections paint peaceful skies, birds chirp from towering heights",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_891,Foggy graveyard with crooked tombstones under moonlight,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_892,A Kwanzaa celebration honoring heritage,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_893,A tranquil lake surrounded by snow-capped mountains,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_894,A serene river winding through a peaceful valley,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_895,Frosted autumn leaf on fire-weed plant,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_896,A girl sitting on the beach looking at the sunset,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_897,Golden leaf autumn canopy covering ground,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_898,A delightful baby shower expecting new arrival,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_899,A heartfelt graduation ceremony celebrating achievements,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_900,A serene lake surrounded by blooming cherry trees,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_901,A tranquil zen garden with raked sand and bonsai trees,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_902,A fantasy castle with a moat and drawbridge,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_903,"Neon glow fills abandoned mining tunnels, eerie silence haunts the depths",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_904,Tranquil meadow with wildflowers and distant hills,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_905,"Forest stream meets rocky falls, sunlight filters through canopy",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_906,A lively carnival with bright tents and rides,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_907,A meadow with a mountain and a castle,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_908,"Golden light meets distant shores, river meets ocean waves, birds sing on silent shores",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_909,"Neon light reflects off waves, futuristic city lights twinkle in distance",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_910,"Softly glowing mushrooms illuminate forest floor, moonlight filters through branches",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_911,A vast volcanic landscape with green fields and a distant mountain range,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_912,A mystical cave entrance shrouded in darkness,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_913,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_914,"Role-playing figures gather in a mystical forest, embraced by ethereal light",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_915,Polar bear prowling icy terrain,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_916,An abandoned castle with ivy-covered walls and a moat,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_917,"Emerald valley with distant, snow-capped mountains",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_918,A serene lake surrounded by lush green forests,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_919,A serene zen garden with meticulously raked sand and bonsai trees,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_920,"Vast expanse meets mountain sky, river meets ocean waves, sunlight paints joyous hues",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_921,"Golden light meets rocky peaks, river winds through sunshine streaks, birds sing in graceful seeks",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_922,A cave decorated with crystals and stalactites,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_923,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_924,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_925,A lush tropical rainforest echoing with the sounds of wildlife,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_926,"Serene underwater city bathed in bioluminescent light, creatures floating gracefully",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_927,"Glowing fields of wildflowers stretch endlessly, vintage tractor leaves dusty trail",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_928,A joyous birthday celebration with candles and cake,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_929,A distant planet with purple trees and three moons,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_930,Koala dozing comfortably in eucalyptus tree,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_931,"Golden rays grace mountain peaks, river reflects glittering stars, birds call softly from branches",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_932,A serene lake with lush forest and mountains,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_933,Clouds parting to reveal brilliant sunlight,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_934,A majestic bridge spanning a wide river,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_935,A peaceful rural village nestled among rolling hills,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_936,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_937,Serval poised delicately on termite mound,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_938,A magical garden filled with talking animals and sparkling flowers,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_939,A peaceful meadow filled with grazing deer,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_940,Shark fin slicing smoothly through deep blue sea,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_941,Enchanted forest with mythical creatures,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_942,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_943,Meteor streaking across starry night sky,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_944,A peaceful lake surrounded by snow capped mountains,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_945,A steampunk world powered by gears and clockworks,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_946,A field of sunflowers with a rainbow,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_947,Two cats playing in a field of tall grass,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_948,Swirling vortex of light and shadows over a deserted city,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_949,Glacial ice cave adorned with electric blue hues,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_950,A meadow with a stream and rainbow,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_951,"Serene lake reflects towering mountains, sunlight dances on ripples, peaceful atmosphere",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_952,"Golden light shines on island shores, waves gently lap the beach, birds sing their chorus",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_953,A hidden cave illuminated by glowing mushrooms,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_954,Underwater city illuminated by bioluminescent creatures and coral structures,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_955,A beautiful woman with long black hair and a red dress out in the park,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_956,"Foggy lake, ancient trees reach limbs, morning sun paints ripples",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_957,Eerie hospital corridor with shattered glass and flickering lights,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_958,A heartfelt graduation ceremony celebrating achievements,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_959,A serene lake surrounded by blooming cherry trees,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_960,A cheerful family reunion bringing loved ones together,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_961,Geese migrating southward in 'V' formation,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_962,A picturesque seaside village with colorful fishing boats,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_963,A winter wonderland of sparkling snowflakes,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_964,"Underwater city crafted from coral, bioluminescent creatures dance",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_965,A misty forest with a flowing river and a wooden bridge,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_966,Elephant herd bathing in river,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_967,"Mountain lake reflection, snow-capped peaks glow, birds flutter above the calm surface",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_968,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_969,Swallows swooping low over tranquil pond,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_970,A hidden cave entrance obscured by overgrown vines and moss,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_971,Baby turtle emerging from its shell into ocean waves,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_972,A mystical forest with towering trees and glowing mushrooms,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_973,A haunted mansion shrouded in ghostly mist,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_974,A starry night over a tranquil lake,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_975,A field of sunflowers with bees collecting pollen from the blooms,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_976,A bustling harbor with ships coming and going,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_977,A Holi Festival of Colors splashing happiness,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_978,A colorful hot air balloon festival filling the sky with hues,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_979,A Halloween costume party embracing creativity,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_980,A vast green meadowland with a cottage in the distance,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_981,A tranquil pond surrounded by weeping willows and lily pads,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_982,"A lonely lighthouse stands on a rocky cliff, waves crashing against its weathered walls",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_983,Cascading waterfall veiled in rainbow,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, digit 2
Mnist_984,Double rainbow arching over flooded rice terraces,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_985,Bright bioluminescent plankton lighting up the shoreline,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_986,Rhinos charging through savannah,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_987,A Diwali diya illuminating path of knowledge,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_988,A vast desert with dunes and a lone camel,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_989,"A cascading waterfall illuminates the canyon with glowing light, shadow dancing over rocks",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_990,"Sunsets paint mountain peaks, serene lake below, peaceful reflection",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_991,A cheerful family reunion bringing loved ones together,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_992,A bustling harbor with fishing boats and seagulls swooping overhead,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_993,A vast desert with towering dunes and a lone camel,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_994,A futuristic city with flying cars and skyscrapers,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_995,A serene forest with a twinkling stream,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_996,Sunset over a calm tropical lake,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_997,"River meets ocean, waves spray cliffs, sunset paints golden hues",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_998,A dark forest with an old man sitting by a lake,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_999,A beautiful sunset at a beach with ocean waves,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_1000,Golden leaf autumn canopy covering ground,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1001,A futuristic cityscape with flying cars and neon lights,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_1002,A rocky desert landscape with towering sand dunes and a blazing sun,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1003,A verdant jungle with towering mountains and a winding river,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_1004,"Sun sets over volcanic mountains, glowing lava reflects on river surface",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1005,A futuristic space station orbiting Earth,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_1006,A field of daisies with a rainbow in the background,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1007,Sea turtle laying eggs on moonlit beach,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_1008,"Giant sequoias blanketed in thick fog, Redwood NP",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1009,A lighthouse amidst a green landscape with the sea behind,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1010,A starry night over a calm sea,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1011,A vast meadow with blooming flowers and a river flowing through,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_1012,Saharan sandstorm turning daytime into darkness,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_1013,"Role-playing figures gather in a mystical forest, embraced by ethereal light",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_1014,A vast desert with a towering canyon in the distance,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1015,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1016,A colorful coral reef teeming with diverse marine life,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_1017,A tranquil pond with lily pads floating on the surface,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1018,A dark alleyway with neon lights and graffiti,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1019,A colorful hot air balloon festival filling the sky with hues,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1020,Wildflower superbloom covering Californian desert,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1021,"Desolate desert landscape, shifting sands illuminated by distant stars",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_1022,"A serene lake reflects the stars, glowing mountains casting shadow on the surface",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_1023,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1024,A peaceful rice terrace overlooking a tranquil valley,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_1025,Puffin taking flight from coastal cliffs,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_1026,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1027,A victorian-era tea party set in idyllic countryside,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1028,"Glowing fungi illuminate cavern entrance, vines draped like curtains inside",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1029,A bright moon over a vast desert,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_1030,Monitor Lizard scaling vertical tree trunk,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1031,A colorful hot air balloon floating over a patchwork landscape,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1032,A rustic farm with cows grazing in a green pasture,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_1033,"Vast expanse meets mountain sky, river meets ocean waves, sunlight paints joyous hues",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1034,A bustling marketplace with colorful stalls and exotic goods,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1035,A captivating circus performance beneath big top tent,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1036,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1037,A lone hiker on a trail in the mountains,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_1038,"Spherical ""blue holes"" in Bahamas coral reefs",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_1039,A magnificent sunset over the ocean with sailboats,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_1040,A pink rose with green leaves,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_1041,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1042,"Neon glow illuminates futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
